# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/edu/mapping/Ath_TAIR10_genome/Arabidopsis_thaliana.TAIR10.52.gtf" "-o" "2022_03_04_feature_counts_gene_hisat2.txt" "-t" "gene" "-g" "gene_id" "-O" "-T" "4" "GFP-BRC1-2_hisat2_sorted.bam" "GFP-BRC1-4_hisat2_sorted.bam" "GFP-BRC1-5_hisat2_sorted.bam" "brc1-2-12_hisat2_sorted.bam" "brc1-2-6_hisat2_sorted.bam" "brc1-2-7_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	GFP-BRC1-2_hisat2_sorted.bam	GFP-BRC1-4_hisat2_sorted.bam	GFP-BRC1-5_hisat2_sorted.bam	brc1-2-12_hisat2_sorted.bam	brc1-2-6_hisat2_sorted.bam	brc1-2-7_hisat2_sorted.bam
AT4G36230	4	17145525	17146544	+	1020	60	63	102	61	73	41
AT4G36240	4	17147140	17148496	-	1357	406	401	513	227	361	260
AT4G36245	4	17149471	17149542	+	72	0	0	0	0	0	0
AT4G36250	4	17150740	17153663	+	2924	4096	3632	6415	5986	6987	4719
AT4G09275	4	17154045	17154283	-	239	2	1	2	1	2	1
AT4G36260	4	17155556	17157645	-	2090	137	128	177	77	121	86
AT4G09285	4	17159090	17159297	-	208	0	0	0	0	1	0
AT4G36270	4	17161024	17165241	-	4218	164	127	173	184	282	169
AT4G36280	4	17165253	17169375	-	4123	123	103	169	174	203	113
AT4G36290	4	17169385	17173361	-	3977	700	616	952	686	886	537
AT4G36350	4	17173737	17175857	-	2121	0	0	0	0	0	1
AT4G36360	4	17176342	17181466	-	5125	5546	4651	7636	4639	7264	4487
AT4G09295	4	17183408	17183843	+	436	0	0	0	0	0	0
AT4G09305	4	17183713	17184020	-	308	0	0	0	0	0	0
AT4G36370	4	17187250	17187610	+	361	0	0	0	0	1	0
AT4G36380	4	17187528	17192507	-	4980	374	257	652	635	1111	448
AT4G36390	4	17194573	17197247	-	2675	3779	3339	5526	4423	5421	3666
AT4G36400	4	17197188	17200932	+	3745	820	716	1168	1123	1234	736
AT4G36410	4	17201922	17202988	+	1067	254	291	413	648	779	441
AT4G36420	4	17203010	17204346	-	1337	2510	2438	3523	2328	3501	2004
AT4G36430	4	17204385	17206033	-	1649	200	350	287	252	654	398
AT4G36440	4	17206858	17210007	-	3150	1228	1117	1713	1270	1699	1061
AT4G36450	4	17210049	17211782	-	1734	43	35	64	59	46	34
AT4G36460	4	17212662	17213099	-	438	0	0	0	1	0	2
AT4G36470	4	17214766	17216530	-	1765	275	227	406	228	329	215
AT4G09315	4	17217088	17217401	-	314	0	1	0	0	1	1
AT4G09325	4	17217185	17217401	+	217	0	1	0	0	0	0
AT4G36480	4	17217909	17221625	+	3717	1521	1509	2262	1929	2094	1408
AT4G36490	4	17221885	17225088	+	3204	5	9	16	2	2	1
AT4G09335	4	17225058	17225421	+	364	1	0	2	1	0	0
AT4G36500	4	17225793	17226833	-	1041	793	1002	1899	2312	1929	1390
AT4G36510	4	17228773	17229498	+	726	2	0	1	0	2	0
AT4G36515	4	17229550	17230471	-	922	184	186	285	272	298	209
AT4G36520	4	17230589	17235580	-	4992	958	691	1215	1528	1766	1112
AT4G36530	4	17239911	17242168	-	2258	1321	1090	1765	1764	2200	1214
AT4G36540	4	17243583	17245296	+	1714	1199	1006	1989	2017	3310	1483
AT4G36550	4	17245400	17248461	-	3062	387	318	554	509	635	369
AT4G36560	4	17252657	17252989	+	333	0	0	0	0	0	0
AT4G36570	4	17254290	17255762	+	1473	384	311	559	173	407	197
AT4G36580	4	17257760	17260855	+	3096	819	763	1299	875	1208	793
AT4G36590	4	17260937	17262227	-	1291	1	3	2	6	3	6
AT4G36600	4	17263564	17265172	+	1609	6	6	0	0	18	4
AT4G36610	4	17265332	17267472	-	2141	131	120	241	464	434	264
AT4G36620	4	17268689	17269999	-	1311	50	36	45	19	61	38
AT4G36630	4	17271764	17276626	-	4863	1452	1189	2137	1789	2100	1252
AT4G36635	4	17276701	17276774	-	74	0	0	0	0	0	0
AT4G36640	4	17276882	17279428	-	2547	997	1026	1663	975	1209	598
AT4G36648	4	17280528	17282730	-	2203	3449	3231	5358	4075	4930	2722
AT4G36650	4	17283033	17285656	-	2624	528	483	801	541	638	419
AT4G36660	4	17285702	17287477	-	1776	1262	1221	1711	1115	1467	925
AT4G36670	4	17287496	17289728	-	2233	278	299	655	3320	2459	2286
AT4G36680	4	17292229	17293925	-	1697	1758	1623	2679	1529	1980	1296
AT4G36690	4	17293938	17297761	-	3824	6277	5425	8842	5872	8015	4971
AT4G36700	4	17298200	17300367	-	2168	369	394	729	2283	1932	512
AT4G36710	4	17305758	17307648	+	1891	395	500	677	433	529	306
AT4G36720	4	17307709	17309867	+	2159	644	749	1020	787	951	563
AT4G09365	4	17308153	17308349	-	197	31	38	68	55	60	34
AT4G36730	4	17309612	17312488	-	2877	1770	1876	2664	2205	3145	1724
AT4G09375	4	17311769	17312229	+	461	130	118	175	170	211	132
AT4G36740	4	17314453	17316441	-	1989	80	74	90	16	16	8
AT4G36750	4	17324519	17326533	+	2015	1045	1055	1632	1281	1578	966
AT4G36760	4	17326537	17330383	+	3847	3587	2961	5315	4450	3929	2777
AT4G36770	4	17330146	17331697	-	1552	52	49	82	66	61	35
AT4G09385	4	17330729	17331348	+	620	15	10	21	22	22	8
AT4G36780	4	17332269	17334355	-	2087	2020	1818	2987	1957	2168	1304
AT4G36790	4	17336123	17338484	+	2362	342	342	530	546	595	385
AT4G36791	4	17338871	17339077	-	207	21	18	20	14	39	17
AT4G36795	4	17338904	17339161	+	258	19	15	17	14	30	13
AT4G36800	4	17340932	17343035	-	2104	4102	4145	6062	5010	5863	3512
AT4G36808	4	17343253	17344902	-	1650	3566	3656	5202	3837	4839	3239
AT4G36810	4	17343374	17345171	+	1798	3565	3654	5201	3839	4840	3239
AT4G36820	4	17346805	17348265	+	1461	5	9	11	34	34	31
AT4G36830	4	17349218	17351163	+	1946	32	38	80	51	138	46
AT4G36840	4	17351267	17353091	+	1825	200	222	300	252	354	192
AT4G36850	4	17353291	17356037	-	2747	383	441	916	3214	2586	1234
AT4G36860	4	17358343	17362129	-	3787	1179	1011	1829	1855	2181	1284
AT4G36870	4	17368915	17374011	+	5097	1117	912	1664	1176	1193	751
AT4G36880	4	17374454	17376279	-	1826	455	292	641	123	613	209
AT4G36890	4	17379173	17382028	-	2856	988	911	1468	1403	1734	1018
AT4G09395	4	17387358	17387610	-	253	0	0	0	0	0	0
AT4G36900	4	17388649	17389862	+	1214	425	487	701	260	344	181
AT4G36910	4	17390626	17393479	-	2854	882	859	1033	750	1106	821
AT4G09405	4	17393758	17393956	-	199	7	4	10	6	18	5
AT4G09415	4	17395393	17395926	+	534	4	1	2	1	3	1
AT4G09445	4	17396243	17396442	-	200	1	2	0	0	5	0
AT4G36920	4	17400610	17403469	+	2860	933	860	1322	1441	1788	987
AT4G36925	4	17403744	17404450	+	707	1	2	2	0	2	0
AT4G36930	4	17414083	17416386	+	2304	367	328	427	323	602	370
AT4G36940	4	17416855	17420252	+	3398	1966	1891	2903	2054	2810	1682
AT4G36945	4	17419918	17422130	-	2213	424	468	678	683	792	501
AT4G36950	4	17422538	17423953	-	1416	0	17	8	14	3	2
AT4G36960	4	17426918	17429765	+	2848	1418	1236	1963	1203	1632	999
AT4G09475	4	17428432	17428517	+	86	10	2	9	6	7	2
AT4G36970	4	17429744	17431685	-	1942	1182	1216	1643	1700	1954	1448
AT4G36980	4	17433601	17437217	-	3617	3067	2345	4012	3170	4141	2463
AT4G36990	4	17440177	17442151	+	1975	1823	1827	3140	2483	2980	1636
AT4G37000	4	17442612	17444295	+	1684	1635	1562	2462	1783	2232	1320
AT4G37010	4	17444129	17445615	+	1487	250	195	411	531	576	292
AT4G37020	4	17445621	17447455	+	1835	557	511	765	592	798	442
AT4G37022	4	17447713	17448244	+	532	23	18	41	47	40	20
AT4G37030	4	17451637	17454760	+	3124	96	112	213	271	218	185
AT4G37040	4	17455100	17457357	+	2258	2590	2459	3684	2916	3460	2324
AT4G37050	4	17457135	17459770	-	2636	62	69	98	48	95	41
AT4G37060	4	17461366	17463961	-	2596	41	30	44	21	28	26
AT4G37070	4	17464594	17467186	-	2593	934	827	1919	1638	2143	1042
AT4G37080	4	17472980	17476979	+	4000	1024	699	1258	1481	2046	1244
AT4G37090	4	17477154	17478729	+	1576	1352	1385	1802	1085	1768	1001
AT4G37095	4	17478885	17479107	-	223	71	77	117	52	104	53
AT4G37100	4	17479173	17482147	-	2975	920	799	1220	780	1117	669
AT4G37110	4	17484030	17486400	-	2371	700	691	931	843	1140	693
AT4G37120	4	17486516	17489354	+	2839	3464	3522	5759	4974	5447	3231
AT4G37130	4	17489355	17492012	+	2658	1064	877	1467	885	1135	812
AT4G37140	4	17492013	17492806	-	794	4	16	14	6	8	8
AT4G37150	4	17492871	17494279	-	1409	62	56	98	81	193	83
AT4G37160	4	17494512	17497276	-	2765	120	115	135	270	911	271
AT4G37170	4	17498411	17500655	-	2245	296	226	374	229	342	208
AT4G37175	4	17500807	17500878	-	72	0	0	0	0	0	1
AT4G37180	4	17504428	17506504	+	2077	1305	1346	2144	1954	2406	1430
AT4G37190	4	17507004	17509747	+	2744	847	774	1247	891	1335	877
AT4G37200	4	17509621	17511364	-	1744	1516	1464	2136	1661	1850	1310
AT4G37210	4	17512254	17514723	+	2470	1632	1591	2305	1406	2118	1325
AT4G37220	4	17515042	17516162	+	1121	31	32	39	14	40	12
AT4G37225	4	17516210	17516904	-	695	12	12	12	6	15	5
AT4G37230	4	17516424	17517587	+	1164	14	11	22	8	17	9
AT4G37235	4	17517743	17519785	+	2043	9	7	10	9	26	11
AT4G37240	4	17524461	17525294	+	834	282	271	363	267	324	203
AT4G37250	4	17527642	17530589	-	2948	599	533	840	657	934	570
AT4G09485	4	17535020	17535359	+	340	0	0	0	0	0	0
AT4G09495	4	17536979	17537181	-	203	0	0	0	0	0	0
AT4G37260	4	17540490	17541799	+	1310	1547	1472	2138	2619	3153	1713
AT4G37270	4	17541771	17546546	-	4776	1674	1331	2289	2309	2667	1584
AT4G37280	4	17546577	17549559	-	2983	1041	993	1420	1096	1657	1006
AT4G37290	4	17549607	17550257	-	651	1	4	10	54	13	31
AT4G37295	4	17553310	17554105	+	796	63	55	96	53	77	54
AT4G37300	4	17554493	17556048	+	1556	3705	3972	5878	6680	7539	4948
AT4G37310	4	17555899	17559104	-	3206	340	264	444	623	987	505
AT4G37320	4	17559378	17561975	-	2598	609	524	880	687	953	512
AT4G37330	4	17562317	17564763	-	2447	469	417	563	583	952	535
AT4G37340	4	17564825	17566839	-	2015	26	18	31	114	79	46
AT4G37360	4	17567124	17568858	-	1735	1	0	0	2	1	0
AT4G37370	4	17569740	17571743	-	2004	381	540	949	1158	638	470
AT4G37380	4	17571816	17573938	-	2123	276	274	410	340	437	279
AT4G37390	4	17579618	17582022	+	2405	103	81	79	273	303	274
AT4G37400	4	17583992	17586442	+	2451	152	129	220	199	602	230
AT4G37409	4	17590769	17592911	-	2143	5135	4506	9646	9727	16486	9461
AT4G37410	4	17590772	17592920	+	2149	5135	4506	9646	9727	16486	9461
AT4G37420	4	17592996	17595148	+	2153	4	3	8	20	24	2
AT4G37432	4	17596973	17598929	-	1957	593	615	1033	921	1618	869
AT4G37430	4	17597110	17598958	+	1849	593	615	1033	921	1618	869
AT4G37435	4	17599027	17600638	-	1612	0	0	0	0	0	1
AT4G37440	4	17601185	17604086	+	2902	1557	1398	2227	1955	2459	1390
AT4G37445	4	17604094	17604944	-	851	59	64	67	38	76	47
AT4G37450	4	17605538	17607050	-	1513	2443	2589	3733	3988	4231	3258
AT4G37460	4	17608378	17615946	-	7569	2236	1601	2868	2167	3046	1779
AT4G37470	4	17616659	17618656	-	1998	1161	973	1565	2090	2527	1487
AT4G37480	4	17619127	17621596	+	2470	395	368	567	481	649	430
AT4G37483	4	17621593	17621820	-	228	55	73	76	78	106	54
AT4G37490	4	17621886	17624308	-	2423	433	423	444	306	647	377
AT4G37500	4	17625388	17625915	+	528	1	0	0	0	0	0
AT4G37510	4	17626104	17629070	-	2967	5004	4460	6733	5733	7935	5226
AT4G37520	4	17631500	17633249	+	1750	3658	3213	5443	3165	3384	2116
AT4G37530	4	17634696	17636401	+	1706	1348	1289	2289	1102	1280	674
AT4G37540	4	17639393	17640925	-	1533	1650	1591	2335	2602	2890	2143
AT4G37550	4	17643110	17645830	+	2721	595	535	673	1016	1545	969
AT4G37560	4	17646408	17648684	+	2277	192	153	229	314	305	203
AT4G37553	4	17646613	17650067	-	3455	187	151	217	295	297	185
AT4G37580	4	17658594	17660878	+	2285	87	83	117	109	170	111
AT4G37590	4	17662840	17666736	-	3897	1874	1583	2229	2024	3982	1999
AT4G37608	4	17668951	17670631	+	1681	171	175	270	208	291	184
AT4G37610	4	17670481	17672353	-	1873	617	490	651	1280	1421	739
AT4G37630	4	17679168	17681264	+	2097	337	332	469	381	470	295
AT4G37640	4	17682859	17687105	-	4247	2070	1867	3175	2511	3134	1774
AT4G09515	4	17688186	17688392	+	207	0	0	0	0	0	0
AT4G09525	4	17689971	17690276	-	306	0	0	2	0	0	0
AT4G37650	4	17691687	17693859	+	2173	798	703	1064	521	889	547
AT4G09535	4	17695416	17695609	-	194	126	138	166	96	165	102
AT4G37660	4	17695496	17696270	+	775	916	953	1286	719	1081	664
AT4G37670	4	17696059	17698991	-	2933	683	650	1050	907	956	541
AT4G09555	4	17698936	17699581	+	646	1	1	3	0	0	0
AT4G37680	4	17700634	17702952	+	2319	435	390	592	417	636	298
AT4G37682	4	17703381	17704614	+	1234	38	25	48	43	50	24
AT4G37685	4	17705049	17706089	+	1041	29	29	22	24	32	23
AT4G09575	4	17706331	17706829	-	499	8	9	5	13	14	6
AT4G09605	4	17706331	17707283	+	953	8	11	6	13	14	6
AT4G37690	4	17707894	17709847	+	1954	26	22	35	17	27	14
AT4G37700	4	17710182	17711031	-	850	12	16	26	14	32	15
AT4G09635	4	17717092	17717302	+	211	0	1	0	0	1	0
AT4G37710	4	17718118	17718771	+	654	1	0	2	6	0	3
AT4G37720	4	17718953	17719321	-	369	0	0	0	1	0	0
AT4G09645	4	17722320	17722594	+	275	1	1	0	0	1	0
AT4G37730	4	17723639	17725037	+	1399	190	180	248	173	232	149
AT4G37740	4	17725337	17727909	-	2573	542	490	655	391	731	484
AT4G09655	4	17733390	17733672	-	283	0	0	0	0	0	0
AT4G37750	4	17739514	17742407	+	2894	989	899	974	699	1671	1166
AT4G37760	4	17743738	17746697	+	2960	1567	1289	2043	1560	1680	960
AT4G37770	4	17752079	17754157	+	2079	100	95	201	113	110	64
AT4G37780	4	17758232	17759746	-	1515	6	4	3	5	2	5
AT4G09665	4	17766828	17767246	-	419	0	0	0	0	0	0
AT4G37790	4	17768042	17769676	+	1635	1373	1431	2262	1155	1295	774
AT4G37800	4	17775370	17777445	-	2076	4779	4212	7885	7339	9351	5998
AT4G37810	4	17780729	17781813	+	1085	65	79	43	35	70	58
AT4G37820	4	17785254	17787477	+	2224	1123	1060	1787	1322	1710	1095
AT4G37830	4	17787524	17788834	-	1311	5517	5795	7718	5914	8256	4660
AT4G37840	4	17790080	17792198	-	2119	1	0	0	0	0	0
AT4G37850	4	17796072	17797901	-	1830	3	6	9	9	15	5
AT4G37860	4	17800326	17801914	-	1589	1	0	0	0	1	0
AT4G37870	4	17802690	17806705	-	4016	6934	6955	10028	9505	18057	9566
AT4G37880	4	17809637	17811659	+	2023	974	980	1516	1314	1673	959
AT4G37890	4	17812698	17815095	-	2398	167	148	201	232	308	220
AT4G37895	4	17813545	17815178	+	1634	119	103	129	160	224	139
AT4G09675	4	17816331	17816595	-	265	0	0	0	0	0	0
AT4G37900	4	17821482	17824748	-	3267	226	235	467	521	499	326
AT4G37910	4	17824777	17828192	-	3416	14890	13410	23043	15572	20321	13133
AT4G37920	4	17828277	17830465	-	2189	1757	1623	2327	1880	2640	1866
AT4G37925	4	17830533	17831619	-	1087	620	570	726	934	1313	670
AT4G37930	4	17831731	17835017	-	3287	43330	41453	68422	70175	68238	41247
AT4G37940	4	17835217	17838969	-	3753	123	116	185	149	267	124
AT4G37950	4	17844361	17849274	+	4914	3	0	2	5	4	3
AT4G37970	4	17849538	17852279	+	2742	74	57	62	76	122	87
AT4G37980	4	17852441	17854608	+	2168	573	768	1287	1497	1515	787
AT4G37990	4	17855637	17857878	+	2242	35	159	387	409	97	76
AT4G38000	4	17858351	17859325	+	975	2	3	5	3	4	2
AT4G38005	4	17858874	17859104	-	231	1	3	3	1	1	0
AT4G38010	4	17859338	17861407	-	2070	168	142	235	162	254	154
AT4G38020	4	17861435	17863098	+	1664	453	430	619	451	632	399
AT4G38030	4	17863073	17866730	-	3658	2	2	3	5	2	3
AT4G38040	4	17867438	17869542	+	2105	1088	1036	1546	1188	1415	841
AT4G38050	4	17869279	17872614	-	3336	398	358	502	314	463	297
AT4G38060	4	17873001	17875268	-	2268	320	295	503	445	654	319
AT4G38062	4	17876202	17879856	+	3655	467	440	467	281	606	408
AT4G38065	4	17880720	17881295	+	576	1	1	2	0	1	0
AT4G38070	4	17881504	17882778	+	1275	15	10	18	11	17	5
AT4G38080	4	17882644	17883612	+	969	1177	1089	1856	2066	2317	1363
AT4G38090	4	17883679	17884821	-	1143	539	500	732	581	730	400
AT4G38092	4	17885272	17886890	+	1619	47	55	62	42	75	39
AT4G38100	4	17886869	17888237	-	1369	2430	2388	3469	2082	3562	2164
AT4G38120	4	17888501	17896255	-	7755	1615	1078	2129	1657	1919	1236
AT4G38130	4	17896278	17899509	-	3232	5031	4866	7124	4943	7330	4559
AT4G38140	4	17899814	17900362	-	549	2	0	1	1	5	0
AT4G38150	4	17900570	17902282	-	1713	787	747	1240	765	1044	683
AT4G38160	4	17902266	17904330	+	2065	2884	2731	3977	2977	4187	2855
AT4G38170	4	17904532	17906821	+	2290	539	474	717	484	801	490
AT4G38180	4	17906514	17909743	-	3230	300	268	469	316	421	301
AT4G09685	4	17907917	17909707	+	1791	141	126	222	156	209	148
AT4G38190	4	17909832	17913790	-	3959	0	1	0	0	0	1
AT4G38200	4	17915206	17922732	+	7527	2268	1604	3019	2604	2974	1999
AT4G38210	4	17922756	17923973	-	1218	221	283	380	205	322	183
AT4G38215	4	17922913	17924252	+	1340	215	278	376	200	305	177
AT4G38213	4	17924384	17925172	-	789	7	7	8	0	4	1
AT4G38220	4	17925180	17927188	+	2009	2312	2085	3346	2703	3092	2036
AT4G38225	4	17927198	17928901	+	1704	1595	1533	2427	1957	2364	1574
AT4G38230	4	17928677	17931511	-	2835	644	594	929	524	757	448
AT4G38240	4	17931570	17935325	-	3756	1184	963	1670	1353	1532	941
AT4G38250	4	17935402	17937068	+	1667	2355	2394	4035	3578	4001	2403
AT4G09695	4	17935407	17937048	-	1642	2337	2383	4019	3565	3975	2394
AT4G38260	4	17936921	17938270	-	1350	541	552	882	735	905	503
AT4G38270	4	17938372	17941717	+	3346	1340	1137	1930	1377	1883	1126
AT4G38280	4	17941796	17943363	+	1568	374	361	463	472	656	405
AT4G38290	4	17942871	17944047	+	1177	139	187	172	170	248	158
AT4G38300	4	17944556	17945491	-	936	36	31	40	41	51	38
AT4G38310	4	17948433	17948844	+	412	50	40	51	53	89	47
AT4G38320	4	17948692	17950522	+	1831	233	216	346	223	405	196
AT4G38330	4	17951324	17952973	+	1650	77	77	91	65	129	63
AT4G38340	4	17954710	17958063	+	3354	20	17	37	37	59	44
AT4G38350	4	17958096	17966962	-	8867	3080	2213	4080	3213	4497	2653
AT4G38360	4	17967050	17969958	+	2909	1354	1249	1982	1746	2164	1266
AT4G38370	4	17969907	17971295	-	1389	506	505	583	364	582	401
AT4G38380	4	17971497	17975170	-	3674	743	601	1053	584	1041	595
AT4G38390	4	17975776	17978380	+	2605	43	38	66	54	75	43
AT4G38400	4	17978422	17979740	-	1319	1111	1194	1359	388	633	330
AT4G38401	4	17979763	17979885	-	123	0	0	0	0	1	0
AT4G38405	4	17980417	17980557	-	141	0	0	0	0	0	0
AT4G38410	4	17980678	17981766	+	1089	57	85	58	31	107	27
AT4G38420	4	17982616	17985384	+	2769	615	499	996	1022	1363	510
AT4G38430	4	17986384	17988869	+	2486	2224	2184	2796	1984	3122	1882
AT4G38440	4	17989067	17994727	+	5661	1510	1228	2244	1278	1741	1155
AT4G38460	4	17994739	17996222	+	1484	2151	2227	3234	1980	2331	1399
AT4G09705	4	17998375	17998688	-	314	0	0	6	1	2	3
AT4G38470	4	17998896	18003757	+	4862	3656	3748	5839	5046	5228	3233
AT4G38480	4	18003852	18006283	+	2432	467	421	610	337	472	335
AT4G38490	4	18006288	18007372	+	1085	646	675	837	726	1045	674
AT4G38495	4	18007357	18008071	-	715	345	377	511	376	532	319
AT4G38500	4	18007756	18010903	+	3148	1443	1271	2108	1614	1886	1291
AT4G38510	4	18010812	18015173	-	4362	5584	4632	7981	6600	8282	5302
AT4G38520	4	18015620	18018500	-	2881	3668	3407	5194	3117	3908	2656
AT4G38530	4	18020567	18022985	+	2419	104	76	88	68	123	68
AT4G38545	4	18022932	18025298	-	2367	1273	1435	2812	3871	2609	1807
AT4G38540	4	18023121	18025027	+	1907	1245	1417	2790	3855	2587	1783
AT4G38552	4	18025587	18028764	-	3178	2560	2537	5392	8214	6386	5510
AT4G38550	4	18025635	18028911	+	3277	2560	2537	5392	8217	6385	5510
AT4G38560	4	18029196	18031333	+	2138	28	38	73	163	85	100
AT4G09715	4	18030895	18031163	-	269	3	5	14	42	27	22
AT4G38570	4	18031279	18033599	-	2321	506	467	679	503	674	448
AT4G38580	4	18034131	18035922	+	1792	884	951	1209	1004	1318	885
AT4G38590	4	18036056	18040928	+	4873	4	4	8	5	4	6
AT4G38600	4	18040623	18049700	-	9078	9297	5679	12196	9212	9855	6883
AT4G09725	4	18050621	18050859	+	239	0	0	0	0	0	0
AT4G38620	4	18053360	18055040	+	1681	1134	1065	1741	1095	1393	909
AT4G38630	4	18056988	18059598	-	2611	5350	5578	7801	6007	7516	4718
AT4G38640	4	18059614	18062347	-	2734	1320	1208	2032	1599	1684	1072
AT4G38650	4	18063166	18066025	+	2860	135	120	217	147	216	127
AT4G38660	4	18066030	18068293	-	2264	1559	1332	1813	934	1826	1238
AT4G38670	4	18069464	18071530	-	2067	474	468	779	367	493	277
AT4G38680	4	18071449	18073182	-	1734	8562	8997	11849	5573	9927	6455
AT4G38690	4	18074320	18075957	-	1638	727	657	1231	1192	1367	611
AT4G38700	4	18076301	18077369	-	1069	56	57	80	42	55	29
AT4G38710	4	18077790	18080228	-	2439	4695	4784	7594	5493	7147	4427
AT4G38730	4	18080233	18082683	-	2451	305	285	444	321	299	198
AT4G38740	4	18083395	18084630	-	1236	7206	7425	10094	5464	10621	5840
AT4G38760	4	18084652	18096218	-	11567	3690	2351	4608	3703	4449	2878
AT4G09735	4	18087205	18087442	+	238	0	0	0	0	1	0
AT4G38770	4	18096606	18098633	-	2028	18943	17949	36080	37428	27246	21975
AT4G38775	4	18097461	18097973	+	513	7856	7128	14966	15925	11122	9152
AT4G38780	4	18101296	18111082	-	9787	256	187	294	214	322	165
AT4G38781	4	18111041	18111193	-	153	0	0	0	0	2	0
AT4G38790	4	18111336	18113206	+	1871	1070	1074	1605	1306	1661	1038
AT4G38800	4	18113161	18115176	-	2016	3336	3358	4850	4069	4830	2960
AT4G38810	4	18115283	18119160	-	3878	680	676	1098	1581	2110	1023
AT4G09755	4	18120399	18120767	-	369	0	0	0	0	1	0
AT4G38825	4	18121526	18122010	+	485	17	29	35	49	90	52
AT4G38820	4	18121543	18121975	-	433	17	29	35	49	90	52
AT4G38830	4	18122175	18124943	+	2769	30	24	41	124	109	72
AT4G38840	4	18124978	18125559	-	582	289	271	460	730	1439	623
AT4G38850	4	18126057	18126829	+	773	24	36	49	118	202	82
AT4G09765	4	18127291	18127783	+	493	2	2	2	0	4	1
AT4G38860	4	18130237	18131284	+	1048	203	154	282	476	996	383
AT4G38870	4	18132301	18133863	-	1563	2	2	5	9	1	4
AT4G38880	4	18134116	18135714	+	1599	0	1	3	3	3	4
AT4G38890	4	18135796	18139266	-	3471	3183	2847	4243	2835	4422	2801
AT4G38900	4	18139237	18142071	-	2835	771	688	1101	1011	1270	836
AT4G38905	4	18144057	18145161	-	1105	1	3	4	0	1	1
AT4G38910	4	18145188	18147080	-	1893	126	110	171	132	199	127
AT4G38920	4	18147027	18149315	+	2289	6336	6194	9135	7562	10116	5584
AT4G38930	4	18149533	18151793	+	2261	938	853	1318	1058	1413	805
AT4G38932	4	18151827	18152597	-	771	483	527	588	529	572	374
AT4G38940	4	18152692	18154132	+	1441	206	252	384	328	319	189
AT4G38950	4	18154395	18160158	-	5764	1487	1141	1734	1235	2032	1349
AT4G38960	4	18160903	18163341	+	2439	101	104	153	101	197	92
AT4G38970	4	18163496	18166008	-	2513	35145	34044	54482	50607	58076	33711
AT4G38980	4	18166538	18168241	-	1704	329	325	472	311	486	277
AT4G38990	4	18168676	18170949	-	2274	1	0	0	0	0	0
AT4G39000	4	18171589	18173840	-	2252	0	3	2	2	0	1
AT4G39010	4	18175900	18179266	-	3367	108	84	127	45	63	65
AT4G39020	4	18182315	18184340	+	2026	1	0	0	0	0	0
AT4G39030	4	18185437	18189224	+	3788	548	575	1138	854	890	509
AT4G39040	4	18189012	18190608	-	1597	3297	3183	4290	3164	4506	3245
AT4G09785	4	18189595	18189953	+	359	358	337	452	340	434	356
AT4G39050	4	18193075	18200828	+	7754	2544	2128	3628	3201	3829	2281
AT4G39060	4	18202607	18204634	+	2028	6	2	10	4	4	0
AT4G39070	4	18204631	18206684	-	2054	167	161	225	435	488	253
AT4G39080	4	18209399	18215204	+	5806	9766	8253	15010	14241	15994	9639
AT4G39090	4	18215542	18217616	-	2075	17156	16721	26707	29613	36495	18108
AT4G39100	4	18217629	18220324	-	2696	1134	1095	1648	1229	1621	1018
AT4G39110	4	18221993	18225238	-	3246	52	37	76	45	50	40
AT4G39120	4	18225297	18227988	-	2692	997	749	1311	910	1242	841
AT4G39130	4	18228118	18228854	-	737	0	2	2	1	0	1
AT4G39140	4	18229094	18232202	-	3109	760	707	1187	1315	1328	754
AT4G39150	4	18233360	18236115	-	2756	2248	2284	3192	2654	3623	2132
AT4G39160	4	18236278	18240478	+	4201	1093	910	1517	1073	1475	897
AT4G39170	4	18240605	18243795	+	3191	2627	2444	3626	2831	3729	2313
AT4G09815	4	18241247	18241815	-	569	755	609	1094	837	1149	706
AT4G39180	4	18243726	18248805	-	5080	166	156	199	155	226	127
AT4G09825	4	18248983	18249509	+	527	1	0	0	2	1	2
AT4G39190	4	18251811	18253216	-	1406	195	228	366	276	418	250
AT4G39195	4	18254989	18255072	-	84	0	0	0	0	0	0
AT4G39200	4	18257334	18258900	+	1567	14789	15007	18998	11314	18975	12358
AT4G39210	4	18259547	18263468	+	3922	2542	2380	3773	916	2360	993
AT4G39220	4	18263599	18265771	+	2173	1381	1572	2159	1507	2063	1215
AT4G39230	4	18265735	18267829	-	2095	418	464	701	495	562	462
AT4G39235	4	18268031	18269212	+	1182	219	226	279	238	323	189
AT4G39240	4	18269150	18270800	-	1651	1122	1028	1690	1187	1568	921
AT4G39250	4	18271198	18272129	-	932	6	11	8	22	17	22
AT4G39260	4	18273829	18275216	-	1388	21738	23931	33385	24476	36559	22876
AT4G39270	4	18276311	18279992	+	3682	1076	942	1842	2061	2092	1289
AT4G39280	4	18280098	18284931	-	4834	3469	3179	5031	3055	4660	2813
AT4G39290	4	18285205	18286302	-	1098	0	0	0	0	2	0
